row_id,image_path_flat,image_path,attribute,caption_raw,caption_norm,panelist,session_date,year_folder,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code
22767,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Spessore della Crosta,11,11,TG_19,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22769,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Spessore della Crosta,Mediamente attorno a 11 12 mm,Mediamente attorno a 11 12 mm,TG_24,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22770,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Spessore della Crosta,Crosta molto sottile sui piatti,Crosta molto sottile sui piatti,TG_35,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22771,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Struttura della Pasta,Stirata omogenea,Stirata omogenea,Q_02,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22772,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Struttura della Pasta,Stirata con qualche microocchiatura,Stirata con qualche microocchiatura,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22774,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Struttura della Pasta,Invecchiato. Stirato al centro,Invecchiato. Stirato al centro,TG_04,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22777,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Struttura della Pasta,Striato e con un segno di essudazione credo dovuto al frigo,Striato e con un segno di essudazione credo dovuto al frigo,TG_11,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22778,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Struttura della Pasta,"Microocch diffusa, molte zone stirate","Microocch diffusa, molte zone stirate",TG_12,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22780,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Struttura della Pasta,"Stirata, quasi senza grana, Microocchiatura","Stirata, quasi senza grana, Microocchiatura",TG_19,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22781,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Struttura della Pasta,Difettosa,Difettosa,TG_20,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22782,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Struttura della Pasta,Evidente stiratura e microocchiatura presente,Evidente stiratura e microocchiatura presente,TG_24,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22783,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Struttura della Pasta,Pasta decisamente grandiosa e asciutta,Pasta decisamente grandiosa e asciutta,TG_35,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22784,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Colore della Pasta,Omogenea carica,Omogenea carica,Q_02,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22785,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Colore della Pasta,Giallo carico,Giallo carico,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22787,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Colore della Pasta,Giallo carico con zone presso gli scalzi più  chiare,Giallo carico con zone presso gli scalzi più chiare,TG_04,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22791,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Colore della Pasta,Omogeneo non molto carico,Omogeneo non molto carico,TG_12,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22792,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Colore della Pasta,Giallo carico omogeneo,Giallo carico omogeneo,TG_14,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22793,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Colore della Pasta,Alone centrale,Alone centrale,TG_19,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22794,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Colore della Pasta,Giallo carico  Più scuro  al centro,Giallo carico Più scuro al centro,TG_20,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22795,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Colore della Pasta,"Non bello, carico, aree rossastre e verdognole","Non bello, carico, aree rossastre e verdognole",TG_24,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22797,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Profumo,"difettoso, nota di paglia / lettiera","difettoso, nota di paglia / lettiera",TG_20,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22799,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Profumo,"burro fuso, burro,","burro fuso, burro,",TG_08,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22800,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Profumo,vegetale balsamico eucalipto?,vegetale balsamico eucalipto?,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22801,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Profumo,"crosta, legg speziato","crosta, legg speziato",TG_12,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22802,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Profumo,"grana, nocciola, fieno","grana, nocciola, fieno",TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22804,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Profumo,lattico cotto tostato e verdure lesse,lattico cotto tostato e verdure lesse,TG_35,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22805,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Profumo,"Su un plateau di sensazioni mature spicca una forte nota floreale, addirittura fruttata. anomalo, gradevole","Su un plateau di sensazioni mature spicca una forte nota floreale, addirittura fruttata. anomalo, gradevole",TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22807,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Profumo,"Putrido, trremendo","Putrido, trremendo",TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22808,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Profumo,odore animale,odore animale,TG_14,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22810,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Sapore,"piccantezza evidente, scarsa dolcezza","piccantezza evidente, scarsa dolcezza",TG_20,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22812,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Sapore,un po salato e piccante,un po salato e piccante,TG_08,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22813,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Sapore,salato umami,salato umami,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22814,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Sapore,"salato, umami, legg piccante","salato, umami, legg piccante",TG_12,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22815,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Sapore,finale leggermente amaro&tostato,finale leggermente amaro&tostato,TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22818,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Sapore,"amaro, non dolce.","amaro, non dolce.",TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22819,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Sapore,amaro piccante,amaro piccante,Q_02,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22820,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Sapore,"amaro, piccante","amaro, piccante",TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22821,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Sapore,"amaro persistente, salato","amaro persistente, salato",TG_14,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22823,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Aroma,ritorna la nota al naso estranea al trentingrana anche se meno evidente,ritorna la nota al naso estranea al trentingrana anche se meno evidente,TG_20,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22825,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Aroma,"burro, pane tostato","burro, pane tostato",TG_08,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22828,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Aroma,retrolfatto latte acidulo....,retrolfatto latte acidulo....,TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22831,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Aroma,torna forte la nota fruttata *sembra ananas*,torna forte la nota fruttata *sembra ananas*,TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22833,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Aroma,"animale, marcio,","animale, marcio,",TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22836,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Texture,nella media,nella media,TG_20,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22837,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Texture,molto secco,molto secco,TG_11,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22838,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Texture,"buona la grana, presnza di microcristalli","buona la grana, presnza di microcristalli",TG_08,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22839,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Texture,asciutto granuloso con crist lascia residuo in bocca,asciutto granuloso con crist lascia residuo in bocca,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22841,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Texture,"molti granuli, umidit' circa OK","molti granuli, umidit' circa OK",TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22844,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Texture,solo un pochetto asciutto nel fine bocca,solo un pochetto asciutto nel fine bocca,TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22846,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Texture,sabbioso,sabbioso,TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22847,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Texture,"duro, poco solubile, moderatametne umido, microstruttura piuttosto grossolana","duro, poco solubile, moderatametne umido, microstruttura piuttosto grossolana",TG_14,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22849,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Spessore della Crosta,Un piatto sfumato Media piatto e scalzo 9mm Spigoli 15mm,Un piatto sfumato Media piatto e scalzo 9mm Spigoli 15mm,Q_02,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22850,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Spessore della Crosta,12 14 su 1 particolare sittocrosta aranciato,12 14 su 1 particolare sittocrosta aranciato,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22852,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Spessore della Crosta,Tutta abbastanza spessa,Tutta abbastanza spessa,TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22856,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Spessore della Crosta,Evidente diff  di spessore tra le due facce,Evidente diff di spessore tra le due facce,TG_12,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22858,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Spessore della Crosta,9 10 più deciso su un piatto,9 10 più deciso su un piatto,TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22860,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Spessore della Crosta,Media 10 mm,Media 10 mm,TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22862,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Struttura della Pasta,Ruvida Uno strappo e un occhio da 7mm,Ruvida Uno strappo e un occhio da 7mm,Q_02,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22863,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Struttura della Pasta,Grana grossolana 1 frattura 2 cm e un occhio 8 mm diametro,Grana grossolana 1 frattura 2 cm e un occhio 8 mm diametro,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22865,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Struttura della Pasta,Ignoro spaccatura ed un occhio. Grana grossa ma abbastanza  omogenea. Frattura buona,Ignoro spaccatura ed un occhio. Grana grossa ma abbastanza omogenea. Frattura buona,TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22868,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Struttura della Pasta,Un occhio oltre i 5mm e una crepa,Un occhio oltre i 5mm e una crepa,TG_11,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22869,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Struttura della Pasta,"Singola occhiatura  di medie dimensioni, struttura molto grossolana ma abb  regolare","Singola occhiatura di medie dimensioni, struttura molto grossolana ma abb regolare",TG_12,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22870,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Struttura della Pasta,Grossa occhiatina centrale 1cm  e pasta fratturata,Grossa occhiatina centrale 1cm e pasta fratturata,TG_14,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22871,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Struttura della Pasta,Frattura e occhio da 8 mm Granulosa grossolana,Frattura e occhio da 8 mm Granulosa grossolana,TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22872,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Struttura della Pasta,"Molto bella, presenza  di un piccolo occhio e piccola  sfoglia","Molto bella, presenza di un piccolo occhio e piccola sfoglia",TG_20,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22873,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Struttura della Pasta,"Molta grana ma grossolana,","Molta grana ma grossolana,",TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22876,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Colore della Pasta,Carico ma abbastanza uniforme,Carico ma abbastanza uniforme,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22878,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Colore della Pasta,Tendenzialmente carico.. Più  chiaro verso scalzi,Tendenzialmente carico.. Più chiaro verso scalzi,TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22883,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Colore della Pasta,Giallo con leggere sfumature rosa,Giallo con leggere sfumature rosa,TG_14,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
22884,data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,Colore della Pasta,Intenso sia pure abbastanza omogeneo,Intenso sia pure abbastanza omogeneo,TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,3,a,TN_310,C0F
