row_id,image_path_flat,image_path,year_folder,session_date,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code,panelist,attribute,caption_raw,caption_pre,caption
49105,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4b_TN307_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4b_TN307_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,4,b,TN_307,C0E,TG_19,Colore della Pasta,Bianco cipria,Bianco cipria,Pasta di colore bianco cipria.
49107,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P1b_TN302_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P1b_TN302_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,1,b,TN_302,C0A,Q_09,Profumo,PANE LIEVITO,PANE LIEVITO,Note olfattive di pane e lievito.
49108,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P1b_TN302_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P1b_TN302_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,1,b,TN_302,C0A,TG_04,Profumo,Alle prime operazioni sgradevole odore di grasso animale ossidato,Alle prime operazioni sgradevole odore di grasso animale ossidato,Profumo sgradevole di grasso animale ossidato all'apertura.
49109,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P1b_TN302_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P1b_TN302_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,1,b,TN_302,C0A,TG_19,Aroma,Carne lessa,Carne lessa,Aroma di carne lessa.
49110,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P1b_TN302_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P1b_TN302_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,1,b,TN_302,C0A,TG_20,Aroma,Erbe amare,Erbe amare,Aroma di erbe amare.
49111,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,Q_09,Profumo,Lievito ?,Lievito ?,Note olfattive di lievito.
49112,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,TG_04,Profumo,Buona intensità,Buona intensità,Profumo di buona intensità.
49113,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,TG_19,Profumo,Caramello alla apertura,Caramello alla apertura,Profumo di caramello all'apertura.
49114,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,Q_02,Sapore,Nonostante la percezione di descrittori positivi e negativi lo valuto nel complesso positivo perché non vere ricettività ma caratteristiche attese in un formaggio stagionato,Nonostante la percezione di descrittori positivi e negativi lo valuto nel complesso positivo perché non vere ricettività ma caratteristiche attese in un formaggio stagionato,Sapore tipico di formaggio stagionato.
49115,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,TG_04,Sapore,"Povero. Poco umani, poco sale. Non dolce. Manca di sapore","Povero. Poco umami, poco sale. Non dolce. Manca di sapore","Sapore povero, poco umami e poco salato, senza dolcezza."
49116,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,TG_04,Aroma,Più povero che all' olfatto,Più povero che all' olfatto,Aroma povero.
49117,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,TG_04,Texture,Poco friabile e granuloso. Cedevole . Cristalli assenti,Poco friabile e granuloso. Cedevole . Cristalli assenti,"Texture poco friabile e granulosa, cedevole, cristalli assenti."
49118,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,TG_19,Texture,Compatto,Compatto,Texture compatta.
49119,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,TG_19,Spessore della Crosta,Chiaro,Chiaro,Crosta dal colore chiaro.
49120,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,TG_28,Spessore della Crosta,Molto sottile ma su un piatto risulta concessa verso il centro,Molto sottile ma su un piatto risulta concessa verso il centro,"Crosta molto sottile, con zone piatte concesse verso il centro."
49121,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,Q_02,Struttura della Pasta,Ruvida e gessata per un cm  sotto i piatti e scalzo,Ruvida e gessata per un cm sotto i piatti e scalzo,"Pasta ruvida e gessata nella zona superficiale, tendente verso lo scalzo."
49122,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,Q_09,Struttura della Pasta,Mo diffusa,Mo diffusa,Pasta con microocchiatura diffusa.
49123,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,TG_04,Struttura della Pasta,Bello a frattura. E basta,Bello a frattura. E basta,Pasta a frattura bella.
49124,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,TG_19,Struttura della Pasta,Carolatura sotto un piatto,Carolatura sotto un piatto,Pasta con carolatura sotto un piatto.
49125,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4b_TN319_fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4b_TN319_fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,4,b,TN_319,C0M,TG_26,Colore della Pasta,Tende al chiaro,Tende al chiaro,Pasta tendente al colore chiaro.
49126,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P6a_TN328_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P6a_TN328_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,6,a,TN_328,C0P,TG_04,Profumo,"Intensità  iniziale alta. Ma bouquet non gradevole: cuoio, brodo, verdura  cotta","Intensità iniziale alta. Ma bouquet non gradevole: cuoio, brodo, verdura cotta","Profumo intenso all'apertura con note di cuoio, brodo e verdura cotta."
49127,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P6a_TN328_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P6a_TN328_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,6,a,TN_328,C0P,TG_28,Profumo,Yogurt alla frutta più che parte acido,Yogurt alla frutta più che parte acido,Profumo di yogurt alla frutta con sentore acido.
49128,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P6a_TN328_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P6a_TN328_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,6,a,TN_328,C0P,TG_04,Sapore,Sapore non pieno. Scarno. Manca quasi di sale,Sapore non pieno. Scarno. Manca quasi di sale,"Sapore scarno, privo di pienezza e con scarsa salata."
49129,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P6a_TN328_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P6a_TN328_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,6,a,TN_328,C0P,TG_28,Sapore,Molto poco salato,Molto poco salato,Sapore poco salato.
49130,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P6a_TN328_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P6a_TN328_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,6,a,TN_328,C0P,TG_04,Texture,"Non friabile. Duro, asciutto. Non solubile","Non friabile. Duro, asciutto. Non solubile","Texture dura, asciutta e poco solubile, non friabile."
49131,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P3b_TN313_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P3b_TN313_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,3,b,TN_313,C0H,TG_04,Profumo,Media intensità. Profumi tipici. Abbastanza complesso,Media intensità. Profumi tipici. Abbastanza complesso,"Profumo di intensità moderata, abbastanza complesso."
49132,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P3b_TN313_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P3b_TN313_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,3,b,TN_313,C0H,TG_04,Sapore,"Molti sapori, anche dolce. Appena un po'  salato","Molti sapori, anche dolce. Appena un poco' salato",Sapore complesso con note dolci e leggermente salato.
49133,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P3b_TN313_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P3b_TN313_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,3,b,TN_313,C0H,TG_13,Sapore,Bruciante,Bruciante,Sapore bruciante.
49134,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P3b_TN313_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P3b_TN313_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,3,b,TN_313,C0H,TG_04,Aroma,Quando non scrivo nulla è perché  non trovo niente di diverso dal profumo.  Buona intensità retroolfattiva,Quando non scrivo nulla è perché non trovo niente di diverso dal profumo. Buona intensità retroolfattiva,Aroma di buona intensità retroolfattiva.
49135,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P3b_TN313_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P3b_TN313_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,3,b,TN_313,C0H,TG_04,Texture,"Poco friabile e Granulosa. Ma ben solubile, con cristalli","Poco friabile e Granulosa. Ma ben solubile, con cristalli","Texture poco friabile e granulosa, ma ben solubile con cristalli."
49136,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P3b_TN313_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P3b_TN313_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,3,b,TN_313,C0H,Q_09,Struttura della Pasta,Molti strappi 3 di 2 -4cm altri più piccili,Molti strappi 3 di 2 -4cm altri più piccili,"Pasta con numerosi strappi, alcuni di dimensioni maggiori e altri più piccoli."
49137,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1b_TN305_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1b_TN305_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,1,b,TN_305,C0C,TG_04,Profumo,Poco intenso. Latte e floreale,Poco intenso. Latte e floreale,Profumo poco intenso di latte e floreale.
49138,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1b_TN305_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1b_TN305_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,1,b,TN_305,C0C,TG_04,Sapore,Buon equilibrio. Poco umani. Non piccante. Dolce,Buon equilibrio. Poco umami. Non piccante. Dolce,"Sapore equilibrato, poco umami, non piccante e dolce."
49139,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1b_TN305_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1b_TN305_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,1,b,TN_305,C0C,Q_02,Aroma,Ananas,Ananas,Aroma di ananas.
49140,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1b_TN305_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1b_TN305_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,1,b,TN_305,C0C,TG_04,Aroma,Leggerissimo,Leggerissimo,Aroma molto leggero.
49141,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1b_TN305_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1b_TN305_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,1,b,TN_305,C0C,TG_04,Texture,Poco friabile,Poco friabile,Texture poco friabile.
49142,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1b_TN305_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1b_TN305_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,1,b,TN_305,C0C,TG_04,Struttura della Pasta,Occhiatura centrale diffusa.,Occhiatura centrale diffusa.,Pasta con occhiatura diffusa al centro.
49143,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1b_TN305_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1b_TN305_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,1,b,TN_305,C0C,TG_28,Struttura della Pasta,Microocchitura concentrata al centro,Microocchiatura concentrata al centro,Pasta con microocchiatura concentrata al centro.
49144,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1a_TN305_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1a_TN305_Fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,1,a,TN_305,C0C,TG_04,Profumo,Poco intenso. Latte e floreale,Poco intenso. Latte e floreale,Profumo poco intenso di latte e floreale.
49145,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1a_TN305_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1a_TN305_Fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,1,a,TN_305,C0C,TG_04,Sapore,Buon equilibrio. Poco umani. Non piccante. Dolce,Buon equilibrio. Poco umami. Non piccante. Dolce,"Sapore equilibrato, poco umami, non piccante e dolce."
49146,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1a_TN305_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1a_TN305_Fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,1,a,TN_305,C0C,Q_02,Aroma,Ananas,Ananas,Aroma di ananas.
49147,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1a_TN305_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1a_TN305_Fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,1,a,TN_305,C0C,TG_04,Aroma,Leggerissimo,Leggerissimo,Aroma molto leggero.
49148,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1a_TN305_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1a_TN305_Fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,1,a,TN_305,C0C,TG_04,Texture,Poco friabile,Poco friabile,Texture poco friabile.
49149,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1a_TN305_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1a_TN305_Fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,1,a,TN_305,C0C,TG_04,Struttura della Pasta,Occhiatura centrale diffusa.,Occhiatura centrale diffusa.,Pasta con occhiatura diffusa al centro.
49150,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P1a_TN305_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P1a_TN305_Fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,1,a,TN_305,C0C,TG_28,Struttura della Pasta,Microocchitura concentrata al centro,Microocchiatura concentrata al centro,Pasta con microocchiatura concentrata al centro.
49151,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P6b_TN328_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P6b_TN328_Fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,6,b,TN_328,C0P,TG_04,Profumo,"Intensità  iniziale alta. Ma bouquet non gradevole: cuoio, brodo, verdura  cotta","Intensità iniziale alta. Ma bouquet non gradevole: cuoio, brodo, verdura cotta","Profumo intenso all'apertura con note di cuoio, brodo e verdura cotta."
49152,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P6b_TN328_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P6b_TN328_Fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,6,b,TN_328,C0P,TG_28,Profumo,Yogurt alla frutta più che parte acido,Yogurt alla frutta più che parte acido,Profumo di yogurt alla frutta con sentore acido.
49153,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P6b_TN328_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P6b_TN328_Fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,6,b,TN_328,C0P,TG_04,Sapore,Sapore non pieno. Scarno. Manca quasi di sale,Sapore non pieno. Scarno. Manca quasi di sale,"Sapore scarno, privo di pienezza e con scarsa salata."
49154,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P6b_TN328_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P6b_TN328_Fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,6,b,TN_328,C0P,TG_28,Sapore,Molto poco salato,Molto poco salato,Sapore poco salato.
49155,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P6b_TN328_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P6b_TN328_Fetta.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Fetta,6,b,TN_328,C0P,TG_04,Texture,"Non friabile. Duro, asciutto. Non solubile","Non friabile. Duro, asciutto. Non solubile","Texture dura, asciutta e poco solubile, non friabile."
49156,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,4,a,TN_319,C0M,Q_09,Profumo,Lievito ?,Lievito ?,Note olfattive di lievito.
49157,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,4,a,TN_319,C0M,TG_04,Profumo,Buona intensità,Buona intensità,Profumo di buona intensità.
49158,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,4,a,TN_319,C0M,TG_19,Profumo,Caramello alla apertura,Caramello alla apertura,Profumo di caramello all'apertura.
49159,data/images_flat/2019-2020_Trentingrana__IV bimestre__22-01-2020_20° Seduta__P4a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/22-01-2020_20° Seduta/P4a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-01-22,20,IV,Grana,4,a,TN_319,C0M,Q_02,Sapore,Nonostante la percezione di descrittori positivi e negativi lo valuto nel complesso positivo perché non vere ricettività ma caratteristiche attese in un formaggio stagionato,Nonostante la percezione di descrittori positivi e negativi lo valuto nel complesso positivo perché non vere ricettività ma caratteristiche attese in un formaggio stagionato,Sapore tipico di formaggio stagionato.
