dedup_key,attribute,caption_pre,frequency,sample_row_id
Profumo::note fermentative insilato e kiwi stramaturo non piacevole,Profumo,"note fermentative, insilato e kiwi stramaturo, non piacevole",4,25665
Profumo::animale stallatico,Profumo,animale stallatico,4,25666
Sapore::dolcezza evidente sapidità' ok umami marcato piccante ok nel complesso abbastanza equilibrato,Sapore,"dolcezza evidente, sapidità' ok, umami marcato, piccante ok, nel complesso abbastanza equilibrato",4,25667
Sapore::umami dolce,Sapore,"umami, dolce",4,25672
Sapore::equilib dolce,Sapore,equilib dolce,4,25673
Sapore::equilibrato verso il basso,Sapore,equilibrato verso il basso,4,25675
Sapore::medio equilibrio con note anche dolciastre,Sapore,medio equilibrio con note anche dolciastre,4,25676
Aroma::non sempre pulito in bocca alle note tipiche si affiancano su alcune porzioni note animali poco gradevoli,Aroma,"non sempre pulito in bocca, alle note tipiche si affiancano su alcune porzioni note animali poco gradevoli",4,25678
Aroma::nessun aroma percepito molto neutro,Aroma,nessun aroma percepito molto neutro,4,25679
Aroma::vegetale,Aroma,vegetale,8,25680
Aroma::poco caratteristico poco aroma,Aroma,"poco caratteristico, poco aroma.",4,25682
Aroma::quanta stalla signora mia,Aroma,"quanta stalla, signora mia!",4,25686
Aroma::burro/brodo vegetale,Aroma,burro/brodo vegetale,4,25687
Texture::granulosa solubile abbastanza asciutta,Texture,"granulosa, solubile, abbastanza asciutta",4,25689
Texture::senza struttura e cristalli,Texture,senza struttura e cristalli,4,25690
Texture::impasta asciutto poco granuloso poco sol qualche cristallo,Texture,impasta asciutto poco granuloso poco sol qualche cristallo,4,25691
Texture::pastoso in bocca poco solubile,Texture,"pastoso in bocca, poco solubile",4,25693
Texture::compatto un poco' adesivo poco friabile e poco solubile,Texture,"compatto, un poco' adesivo, poco friabile e poco solubile",4,25694
Texture::pastoso cristalli,Texture,pastoso cristalli,4,25695
Texture::grana fine sciutto e pastoso morbido,Texture,"grana fine, sciutto e pastoso, morbido",4,25696
Texture::troppo morbido astrutturato sembra la pasta dell emmental,Texture,troppo morbido astrutturato. sembra la pasta dell emmental,4,25697
Texture::asciutto troppo pastoso e poco friabile cristalli medii,Texture,"asciutto, troppo pastoso e poco friabile, cristalli medii",4,25698
Texture::duro ma da pasta stirata,Texture,duro ma da pasta stirata,4,25699
Spessore della Crosta::evidente minimo 10mm,Spessore della Crosta,Evidente Minimo 10mm,4,25700
Spessore della Crosta::sempre superiore ai 12 mm,Spessore della Crosta,Sempre superiore ai 12 mm,4,25702
Spessore della Crosta::piatto sottile lato abbondante,Spessore della Crosta,Piatto sottile lato abbondante,4,25703
Spessore della Crosta::intenso difetto che dall'esterno entra nellunghia,Spessore della Crosta,"Intenso, difetto che dall'esterno entra nellunghia",4,25707
Spessore della Crosta::più spesso della media,Spessore della Crosta,Più spesso della media,4,25708
Spessore della Crosta::molto variabile da piatto a scalzi media 12,Spessore della Crosta,Molto variabile da piatto a scalzi. Media 12,4,25709
Spessore della Crosta::spigoli grossolana,Spessore della Crosta,Spigoli grossolana,4,25710
Struttura della Pasta::mista con parte centrale stirata,Struttura della Pasta,Mista con parte centrale stirata,4,25711
Struttura della Pasta::frattura regolare ma struttura disomogenea zone stirate,Struttura della Pasta,Frattura regolare ma struttura Disomogenea zone stirate,4,25712
Struttura della Pasta::disomogenea perché stirata al centro in alcuni punti struttura assente,Struttura della Pasta,Disomogenea perché stirata al centro. In alcuni punti struttura assente,4,25713
Struttura della Pasta::molto stirata scarsa grana,Struttura della Pasta,Molto stirata scarsa grana,4,25714
Struttura della Pasta::pasta stirata,Struttura della Pasta,Pasta stirata,8,25716
Struttura della Pasta::spinosa stirata senza grana,Struttura della Pasta,"Spinosa, stirata, senza grana",4,25717
Struttura della Pasta::stirata e poca grana a tratti,Struttura della Pasta,Stirata e poca grana a tratti,4,25718
Struttura della Pasta::difettosa stirata,Struttura della Pasta,"Difettosa, stirata",12,25719
Struttura della Pasta::leggermente stirata con presenza di grana grossolana,Struttura della Pasta,Leggermente stirata con presenza di grana grossolana,4,25720
Struttura della Pasta::stirata poco presente occhi,Struttura della Pasta,Stirata poco presente occhi,4,25721
Colore della Pasta::alone centrale molto evidente,Colore della Pasta,Alone centrale molto evidente,4,25722
Colore della Pasta::evidente alone scuro,Colore della Pasta,Evidente alone scuro,4,25723
Colore della Pasta::bi colore al centro molto saturo,Colore della Pasta,Bi colore. Al centro molto saturo,4,25724
Colore della Pasta::ampia macchia interna rosa,Colore della Pasta,Ampia macchia interna rosa,4,25725
Colore della Pasta::alone centrale marcato,Colore della Pasta,Alone centrale marcato,4,25727
Colore della Pasta::vistoso alone centrale più scuro,Colore della Pasta,Vistoso alone centrale più scuro,4,25728
Colore della Pasta::deciso alone centrale aranciato,Colore della Pasta,Deciso alone centrale aranciato,4,25729
Colore della Pasta::evidente alone centrale colore nocciola,Colore della Pasta,Evidente alone centrale colore nocciola,4,25730
Colore della Pasta::molto presente un alone centrale,Colore della Pasta,Molto presente un alone centrale!,4,25731
Colore della Pasta::macchia molto scura al centro,Colore della Pasta,Macchia molto scura al centro,4,25732
Profumo::intenso abbastanza equilibrato nota di latte cotto dominante su un pezzo vira verso il bruciato,Profumo,"intenso, abbastanza equilibrato, nota di latte cotto dominante, su un pezzo vira verso il bruciato",4,25964
Profumo::burro burro fuso,Profumo,"burro, burro fuso",12,25965
Profumo::leggero fermentato,Profumo,leggero fermentato,8,25969
Profumo::chiuso,Profumo,chiuso,12,25970
Profumo::sentore di panna,Profumo,sentore di panna,4,25971
Profumo::profumo intenso latte cotto burro crosta,Profumo,"profumo intenso. latte cotto, burro, crosta",4,25972
Profumo::latte burro grana fieno e nocciola,Profumo,"latte, burro, grana, fieno e nocciola",4,25973
Sapore::dolce sapido con nota quasi rinfrescante lieve acidità,Sapore,"dolce sapido con nota quasi rinfrescante, lieve acidità",4,25975
Sapore::un p troppo piccante,Sapore,un p; troppo piccante,4,25976
Sapore::amarognolo umami,Sapore,"amarognolo, umami",4,25980
Sapore::umami accentuato ma non fastidioso,Sapore,umami accentuato ma non fastidioso,4,25982
Sapore::assenza di piccante non amaro non dolce buon equilibrio,Sapore,"assenza di piccante, non amaro , non dolce. buon equilibrio",4,25983
Sapore::peccato per la sapidità' leggermente forte nel complesso molto bene,Sapore,peccato per la sapidità' leggermente forte. Nel complesso molto bene,4,25984
Aroma::a tratti note di frutta fermentata e latte bruciato,Aroma,a tratti note di frutta fermentata e latte bruciato,4,25986
Aroma::brodo animale con punte di erbe amare,Aroma,brodo animale con punte di erbe amare,4,25991
Aroma::panna e leggero sentore di formaggio cotto,Aroma,panna e leggero sentore di formaggio cotto,4,25993
Aroma::burro grana piacevole,Aroma,"burro, grana piacevole",4,25995
Texture::umida cedevole poco solubile,Texture,"umida, cedevole, poco solubile",4,25997
Texture::buona l agran ae i mmicrocristalli,Texture,buona l agran ae i mmicrocristalli,4,25998
Texture::morbido granuloso pochi cristalli,Texture,morbido granuloso pochi cristalli,4,25999
Texture::umido solubile in bocca,Texture,"umido, solubile in bocca",4,26002
Texture::morbido a grana fine leggermente pastoso e asciutto con cristalli ben percepibili e piuttosto solubile,Texture,"morbido a grana fine, leggermente pastoso e asciutto, con cristalli ben percepibili e piuttosto solubile.",4,26004
Texture::morbido e umido cedevole anche se friabilità' non perfetta microstruttura media non fine,Texture,"morbido e umido. cedevole, anche se friabilità' non perfetta. microstruttura media, non fine",4,26005
Texture::morbido umido e solubile,Texture,"morbido, umido e solubile...",4,26006
Spessore della Crosta::vario mediamente 11 mm,Spessore della Crosta,Vario... Mediamente 11 mm,4,26017
Spessore della Crosta::uniforme 1cm,Spessore della Crosta,Uniforme 1cm,4,26018
Struttura della Pasta::mista ma regolare,Struttura della Pasta,Mista ma regolare,4,26019
Struttura della Pasta::grana un poco grossa e frattura un poco irregolare,Struttura della Pasta,Grana un Poco grossa e frattura un Poco irregolare,4,26020
Struttura della Pasta::frattura discreta struttura omogenea e granulosa,Struttura della Pasta,Frattura discreta. Struttura omogenea e granulosa,4,26021
Struttura della Pasta::scarsa la grana,Struttura della Pasta,Scarsa la grana,4,26022
Struttura della Pasta::frattura abbastanza regolare pasta stirata in centro,Struttura della Pasta,"Frattura abbastanza regolare, pasta stirata in centro,",4,26025
"Struttura della Pasta::frattura non bellissima ha fatto fatica a ""saltare"" comunque grana bella",Struttura della Pasta,"Frattura non bellissima, ha fatto fatica a ""saltare"", comunque grana bella",4,26027
Struttura della Pasta::grana grossa frattura media,Struttura della Pasta,"Grana grossa, frattura media.",4,26028
Struttura della Pasta::fine unifirme,Struttura della Pasta,Fine unifirme,4,26029
Colore della Pasta::carico rosato ma unif,Colore della Pasta,Carico rosato ma unif,4,26031
Colore della Pasta::omogeneo giallo di tonalità media,Colore della Pasta,"Omogeneo, giallo di tonalità media",4,26032
Colore della Pasta::bello abbastanza carico omogeneo,Colore della Pasta,"Bello, abbastanza carico, omogeneo",4,26038
Colore della Pasta::uniforme tende al chiaro,Colore della Pasta,Uniforme tende al chiaro,4,26040
Profumo::burro fuso dominante forse leggera nota pungente che ricorda il latte fermentato,Profumo,"burro fuso dominante, forse leggera nota pungente che ricorda il latte fermentato",4,26041
Profumo::odore sgradevole di fumo e altro che non riesco be a identificare,Profumo,odore sgradevole di fumo e altro che non riesco be a identificare,4,26048
Profumo::maturi i sentori latte cotto poco burro frutta secca pane,Profumo,"maturi i sentori, latte cotto, poco burro, frutta secca, pane",4,26049
Profumo::grana yogurth intenso,Profumo,"grana, yogurth, intenso..",4,26050
Profumo::difetti e pregi che si annullano,Profumo,difetti e pregi che si annullano,4,26051
Sapore::sapidità' medio alta umami marcato piccantezza medio alta non cosi armonico,Sapore,"sapidità' medio alta, umami marcato, piccantezza medio alta, non cosi armonico",4,26052
Sapore::molto piccante quasi da gorgonzola,Sapore,"molto piccante, quasi da gorgonzola",4,26053
Sapore::punta di piccante salato,Sapore,"punta di piccante, SALATO",12,26056
Sapore::dolce e umami,Sapore,dolce e umami,4,26057
Sapore::piccante salato non equilibrati,Sapore,piccante salato non equilibrati,4,26058
Sapore::leggera tendenza salata e umami intenso,Sapore,leggera tendenza salata e umami intenso,4,26059
Sapore::acido che spicca ma anche dolce salato basso,Sapore,"acido che spicca, ma anche dolce, salato basso",4,26060
Sapore::medio equilibrio finale amarognolo persistente,Sapore,"medio equilibrio, finale amarognolo...persistente",4,26061
Aroma::note lattiche caratteristiche poco complesso crosta di formaggio note fermentate,Aroma,"note lattiche caratteristiche, poco complesso, crosta di formaggio, note fermentate",4,26063
Aroma::formaggio erborinato,Aroma,"formaggio erborinato,",4,26064
Aroma::formaggio maturo passato,Aroma,"formaggio maturo, passato",4,26067
Aroma::cotto leggero,Aroma,cotto leggero,4,26070
Aroma::burro formaggio brodo,Aroma,"burro, formaggio, brodo...",4,26072
Texture::ancora umida un poco cedevole mediamente solubile,Texture,"ancora umida, un poco cedevole, mediamente solubile",4,26074
Texture::poca struttura granulare mancanza di cristalli,Texture,poca struttura granulare mancanza di cristalli,4,26075
Texture::granuloso ma impasta e poco sol,Texture,granuloso ma impasta e poco sol,4,26076
Texture::non friabile ma cedevole solubile in bocca ma non alla deglutizione poca grana un poco' untuoso,Texture,"non friabile ma cedevole, solubile in bocca ma non alla deglutizione, poca grana, un poco' untuoso",4,26079
Texture::morbido e pastoso grana fine e solubile pochi cristalli,Texture,"morbido e pastoso, grana fine e solubile, pochi cristalli",4,26081
Texture::troppo fondente nel finale impasta la bocca troppo morbido,Texture,"troppo fondente nel finale, impasta la bocca, troppo morbido",4,26082
Texture::molto pastosa/oleosa tanti cristalli troppo morbido,Texture,"molto pastosa/oleosa, tanti cristalli, troppo morbido",4,26083
Texture::scarsa (molle) ma con presenza di cristalli di tirosina,Texture,scarsa (molle) ma con presenza di cristalli di tirosina,4,26084
Spessore della Crosta::molto sottile prossima ai 5mm,Spessore della Crosta,Molto sottile prossima ai 5mm,4,26085
Spessore della Crosta::1 bel piatto con spessore inferiore ai 10 mm più spesso il resto,Spessore della Crosta,1 bel piatto con spessore inferiore ai 10 mm. Più spesso il resto,4,26087
Spessore della Crosta::buona la regolarità,Spessore della Crosta,Buona la regolarità,4,26088
Spessore della Crosta::chiaro e regolare,Spessore della Crosta,Chiaro e regolare,4,26092
Spessore della Crosta::più sottile verso una delle facce,Spessore della Crosta,Più sottile verso una delle facce,4,26093
Spessore della Crosta::variabile ma nel complesso fine,Spessore della Crosta,"Variabile, ma nel complesso fine!",4,26094
Spessore della Crosta::non uniforme,Spessore della Crosta,Non uniforme,4,26095
Struttura della Pasta::spugna centrale con struttura ipoteticamente regolare,Struttura della Pasta,Spugna centrale con struttura ipoteticamente regolare,4,26096
Struttura della Pasta::fitta microocchiatura centrale effetto spugna,Struttura della Pasta,Fitta microocchiatura centrale effetto spugna,4,26097
Struttura della Pasta::parte centrale lievemente stirata e spugnoso bel taglio,Struttura della Pasta,Parte centrale lievemente stirata e spugnoso. Bel taglio,4,26098
